id,post_id,post_text,reply_id,reply_text,Against,Support,Neither
955,1537417314903130112,۲/ شورای هماهنگی تشکل‌های صنفی فرهنگیان ایران ضمن صدور فراخوان برای تجمع دوباره معلمان،خواستار آزادی فوری و بی‌قید و شرط همه معلمان بازداشتی شده است. تصویب ناقص طرح رتبه‌بندی معلمان، اجرا نشدن همسان‌سازی حقوق بازنشستگان,1537417355453779968,"۳/ و سرکوب «مستمر و نظام‌مند» فعالان صنفی و نیز بازداشت معلمان، از محورهای اصلی اعتراضات فرهنگیان در یک سال گذشته بوده است.
#اعتراضات_سراسری",0,1,0
1096,1546923829662023680,"دشمنی با من؟
اندیشکده های محور عبری عربی غربی در چهاردهه گذشته تلاش کردن ملی گرایی را در رسانه های فارسی زبان جا بندازن که در خدمت غرب باشد و در تقابل با نظام حاکم، از من متنفرند چون روایتم از ملیگرایی در خدمت غرب نیست و نه تنها در تقابل با نظام نمیباشد بلکه در کنار نظام ایستاده.",1546986968759865088,درود به سما امید عزیز.من مذهبی نیستم ولی به این اصل رسیدم .هرکسی در مسیری قرار میگیره خدا را در نظر بگیره و نیتش خیر باشه خدا از او محافظت خواهد کرد..این مهم‌ترین اصل در زندگیمه.پاینده وپیروز باشید.,0,1,0
4794,1492893082328743936,"#صرفا_جهت_اطلاع بازار ماله کشان به گل نشت !!
خبرگزاری فارس متعلق به خود سپاه اعلام کرد با پیگیری های به عمل آمده اصالت #فایل_صوتی_سپاه تایید شد واین فایل صوتی اصل است، 
عخی 😂 دلم برا ماله کشا سوخت 😉😂 عخییی
حالا رائفی پور و پازوکی و... الان فاکتور ها چکار میکنن🤔😜 میکنن تو ...",1492964099558285312,نگران نباشین یجور دیگه ماله میکشن,0,1,0
6863,1512812045518917632,نتیجه از هوای این چند روز تهران اینه که فرقی نمیکنه تو تهران باشی یا اهواز، پولدار باشی یا بی‌پول، سر تهران یا تهش حتی فرقی نمیکنه که طرفدار نظام باشی یا مخالفش، حاشیه ایران زندگی کنی یا وسط وسطش، تو هر جا باشی تو هر وضعیتی بالاخره بگایی های جمهوری اسلامی یه جا میان سراغت.,1513003667636506624,توی تایید این حرفت پیشنهاد میکنم این توییتو ببینی,0,1,0
765,1541118334732730368,"خبری از تحریم و این حرفها هم نبود!لذا مشکل از این و آن دولت نیست،با تغییر دولتها چیزی حل نمیشود بلکه فساد و ناکارامدی بصورت تصاعدی افزایش و تبعاتش را بیشتر نشان میدهد.وضع موجود حاصل یک سیر، مافیا پروری و ریل‌گذاریهای از ابتدای انقلاب بویژه در دول موسوی،هاشمی،خاتمی و روحانی است
۴/",1541119002218463232,"نکته هم اینکه در ان مقطع شریعتمداری و حجتی وزرای بازرگانی و کشاورزی کمبود و گرانی میوه را به گردن آب و هوا و فرهنگ مصرف مردم انداختن که در تیتر رسانه‌های وقت هم منعکس است!
وقتی میگیم در ج اسلامی هر روز مردم نسبت به فردایش روز خوششان بوده و نسبت به گذشته جهنم بوده یعنی همین!
۵/پ",0,1,0
6676,1494684133062283264,"سردار حاجی زاده به چه میزان از اطلاعات سپاهی که علیه اش لجن پراکنی میشه دسترسی داره؟
چه لزومی داره تو چنین جلسه ای درباره قالیباف صحبت کنه؟
اتهامات قالیباف به گوشش نرسیده؟
نمیترسه بهش انگ بچسبونن؟
اگر اتهامات تخریب نبود و حقیقت داشت از قالیباف اسمی میبرد؟ ",1494689084186451968," اشکالش چیه؟
خب داره واقعیت را میگه
اونیکه باید بدونه میدونه 
زمانیکه ایشون فرمانده نیروی هوایی سپاه شد سال ۷۶ خیلی کارهای مثبتی کرد.
بعد شد نیروی هوافضا 
اتفاقا قالیباف خیلی کار کرد در همان زمان 
کار خوب را باید گفت، 
چرا نباید بدونن 
خب نقطه ضعفهایی هم داره 
همه دارن",1,0,0
5327,1493142117685907456,"#خبرآنلاین آنقدر بی غیرت شده که یادداشت حاج حسین شریعتمداری را علیه حاج قاسم تحریف میکند!
کاش اگر دین ندارید لااقل آزاده باشید!
حیف آن رسانه خوب که بازیچه مطامع و عقده گشائی های شخصی امثال محمد مهاجری شده!
با قالیباف و حاج قاسم دشمنید، از امنیت مردم و افتخار ملی هم درکی ندارید؟! ",1493292254324314112,تو از غیر حرف نزن که قالیباف رو میچسبونی به حاج قاسم,1,0,0
8149,1183307777952882688,"۵ مومیایی موجودات فرازمینی در پرو نازکا کشف شدند که متعلق به ۱۷۰۰ سال پیش می باشند 
آناتومی این فرازمینی ها پس از عکس برداری اشعه x نشان می دهد که به هیچ‌وجه جمجمه و اسکلت انسان نبوده و متعلق به نژاد فرازمینی خزندگان هستند
1/3",1183307792683339520,"این آناتومی و اسکلت و تناسبات با هیچ موجودی در طول تاریخ کره زمین هماهنگی ندارد.‌و مسلما فرازمینی است
دست های بلند..‌
3 انگشتی..
سر بزرگ..
چشمان بزرگ..
تعداد دنده ها و مهره های ستون فقرات

2/3",0,1,0
1162,1540434631010426880,"از اهل علم و تقوی به دور است؛ و به همین دلیل است که این جماعت شایسته تخاطب نیستند. 
یادداشت ""چرا نئولیبرال ها درباره اثر تورمی نقدینگی دروغ می‌گویند"" را اینجا مطالعه فرمایید.
۴/۴
",1540450856969158656," مادامیکه شجاعت مناظره بین شما و گفتمان مقابل را نداشته باشین این مدل پاسخگویی هیچ کمکی به ما مخاطبان عام و مردم عادی نمیکنه. اخرین مناظره ایشان تو کلاب هاس شنیدم با اینکه از ادبیات و اخلاق ایشان خوشم نیومد اما حرفهاشون واقعی تر و‌ملموس تر بود تا طرف مقابل .
وارد گود بشین !",0,1,0
4589,1545455497213526016,"امیرعبداللهیان: تلاشهای #آبه_شینزو برای تقویت روابط ایران و ژاپن ارزشمند بود

امیرعبداللهیان وزیر امور خارجه کشورمان در پیامی به هایاشی یوشیماسا وزیر امور خارجه ژاپن، درگذشت آبه شینزو، نخست وزیر پیشین ژاپن در حادثه تیراندازی غیر انسانی را موجب تاثر و اندوه دانست.",1545455590658478080,وزیر خارجه همچنین در پیام خود، ابتکارات و تلاشهای آبه شینزو برای تقویت روابط جمهوری اسلامی ایران و ژاپن را ارزشمند توصیف کرد,0,1,0
4729,1494047541700313088,در اینکه عربستان گوه خورد فیلم ضد ایرانی ساخت شکی نیست، اما ببینید شما چکار کردید که عربستان چنین اجازه ای به خودش میده از این غلطا بکنه، سال ۶۶ زائرها رو کشتن حادثه منا، تجاوز به زائرها، بخاطر یه سنگ و خشت لال شدید هی رفتید التماس که راه مکه رو باز کنید، حالا تحویل بگیرید.,1494369230430654464," نام فیلم:
Desert Warrior",0,0,1
8073,1508919775946285056,از ته قلبم امیدوارم نه تنها فدراسیون فوتبال ایران تعلیق بشه که تیم ملی رو هم از جام‌جهانی بندازن بیرون. کاش می‌شد مجبورشون کنن تا یه سال تمام بازیهای ملی و باشگاهی رو فقط با حضور زنان تو استادیوم برگزار کنن.,1509050205756403712,کلا درکی از چیزی به عنوان تعادل ( واقعی نه تعادل جمهوری اسلامی) ندارین، نمیشه مرد وزن با هم برن، یا مردها یا زنها. اصلاح‌طلبیتون رو هم …,1,0,0
2314,1542222130112352256,"اکسیوس: #مذاکرات_دوحه بدون هیچ‌گونه پیشرفتی پایان یافت

یک مقام ارشد آمریکایی: ایرانی‌ها هیچ احساس اضطراری از خود نشان نداده‌اند، مسائل قدیمی را که ماه‌هاست حل و فصل شده را مطرح کردند و حتی مسائل جدیدی را مطرح کرده‌اند که با #توافق_هسته‌ای ٢٠١۵ ارتباطی ندارد.- انتخاب",1542236446081285888," چجوریه؟ دستورالعمل اومده براتون که به برجام نگید برجام؟ :))
مملکت رو ببین تو رو پیغمبر و زناش",0,0,1
337,1535947918502285312,"هم‌زمان با اعلام رسمی دلایل وقوع سانحه قطار مسافربری مشهد- یزد، یک نماینده مجلس ایران خواهان برخورد جدی با خاطیان این سانحه از جمله مدیرعامل راه‌آهن شد.

",1535988167492485120," اظهارات کوچی درباره سرعتی که قطار باید با آن حرکت می کرده صحیح نیست
کوچی گفته که سرعت مجاز قطار 30Km/hبوده اما در گزارش کمیسیون عالی سوانح راه‌آهن و در حکمِ احتیاط کاهش 30+15 سرعت (در دو مرحله) ابلاغ شده
یعنی اگر سرعت قطار در حالت عادی 120 باشد، در منطقه عملیات به 85 کاهش می یابد ",0,1,0
3119,1534095870320312320,"ضارب طلبه‌های مشهدی به اعدام محکوم شدند

سخنگوی قوه قضائیه: وکیل قاتل درخواست تجدیدنظر داده و الان پرونده در دیوان عالی در حال رسیدگی است

#حادثه_حرم_رضوی ",1534264899626467328," کجای دنیا ی ماه و با ی جلسه دادگاه ی نفرو محکوم به اعدام میکند 
یادی کنیم از دادگاه حمید نوری در بلاد کفر که شما دادگاه را غیر عادلانه میدانید 
حداقل زمان دفاع می دادید",1,0,0
7667,1506704114666901504,"مادلین آلبرایت در سن هشتاد و چهار سالگی فوت کرد؛ نمونه‌ی اغلب سیاستمداران آمریکایی که هیچ درکی از سیاست در خاورمیانه ندارند.

عذرخواهی او بابت نقش آمریکا در تحولات مرداد ۱۳۳۲ نشان داد که این‌ها برای به دست آوردن دل رژیم هرکاری می‌کنند.

آلبرایت رفت، آلبرایت‌ها هستند!",1506708813633699840,این رفت اونا هم‌میرن و باز جمهوری اسلامی باقی خواهد ماند قوی تر از قبل تا چشم همتون کووور شود,1,0,0
1276,1548443805283627008,"چه دروغ هایی که نشنیدم

الان داشتم دروغ های یه نفرو تو ذهنم مرور میکردم

چقد راحت دروغ میگن ادم فقط نگاهشون میکنه 
 فکر میکنن دارن ادمو خر میکنن ولی ما فقط به حقارت یه انسان نگاه میکنیم که چرا باید دروغ به این واضحی بگه",1548813677918306304," مرور خاطرات بد برای انیان خوب نیستش.
البته از نظر تجربه بد نیست ولی از جهاد دیگه خوب نیست ادم افسردگی میگیره که چرا اونموقع اینجوری نکردم ویا اونجوری نکردم",0,1,0
6665,1492960851409526784,از سال ۸۴ تا امروز، هرجا که قالیباف کاندید شده به او رای داده‌ام؛ چون توسعه، جهان مدرن، اقتصاد آزاد و مناسبات ج.ا را میفهمد و همه ساختارهای تحت امرش از نیروی هوایی سپاه تا پلیس و شهرداری را در همین چارچوب، نوسازی کرده است؛ تخریب قالیباف، جز تضعیف بنیه توسعه و نوسازی ایران نیست.,1493147828893327104," فرزندم، اشتباه مهلک‌تان این است که هنوز نمی‌دانید آنچه به درستی در مورد الزامات دنیای مدرن گفتید در این دنیای مدرن خود تابعی از مردم است.

جهان مدرن جهان “حق مردم” است.

قالیباف این را نفهمیده و روز به روز بیشتر به سمت دیکتاتور غش کرده و تا این را درک نکند  محبوب مردم نمی‌شود",1,0,0
5100,1493323657707466752,"ارتش #اسرائیل از پرواز جنگنده‌های اسرائیلی در کنار بمب‌افکن‌های آمریکایی خبر داد

در ادامه این پیام آمده است: «این پرواز مشترک نشان‌دهنده همکاری نزدیک ما با نیروی هوایی ایالات متحده و اهمیت حفظ امنیت و ثبات اسرائیل در خاورمیانه است.»

⬇️ بیشتر بخوانید:
",1493326589580435456," خواسته اسرائیل ب عُنوان مُتحد ایالات مُتحده آمریکا شَفاف میباشد
نابودی تاسیسات اتمی رژیم یاغی ایدئولوژی فرقه شیعه آیت الله ها واقع در ایران
آمریکا دو عمل باید انجام دَهد
تَشدید تحریم ها و بمباران مراکز اتمی رژیم ب همراه ارتش اسرائیل
غیر این باشد رژیم یاغی پیروز خواهد بود🤚🏻 ",0,1,0
8353,1195327611200851968,"پس من با مثال آمریکا مقایسه درستی انجام دادم.نرفتم سراغ مرفه ترین کشورها. ضمن اینکه اگر بنا بر مقایسه در تمام سطوح باشد،بیست درصد کارگران آمریکایی زیر خط فقرند،اما صددرصد کارگران ایرانی سه برابر زیر خط فقرند.
خط فقر:4 میلیون و 500 هزارتومان
حداقل دستمزد: 1 میلیون و 500 هزارتومان",1195453281620787200,اینها واقعا چی فکر میکنند وقتی به زور میخوان ایران و با آمریکا مقایسه کنند؟,1,0,0
7653,1489171999821869056,"برای بررسی سرعت علم در جمهوری اسلامی کافی است به این نکته اشاره کنیم که امروز نام ایران در میان ۱۰ کشور برتر فناوری فضایی دیده میشود، اما نام انگلیس نیست!
اگر بجای سیاه نمایی بر داشته هایمان تکیه کنیم از بسیاری مدعیان جلوتریم؛ چیزی که غربگرایان نمیخواهند مردم بفهمند.",1489638178495545088,اینا واسه فاطی تنبون میشه؟فقط خرج تراشی به نفع جیب مشتباشون و تائبه. ما کارت ملی هم میخوایم. سرانه شیر و گوشتمون میخوایم در حد متوسط جهانی باشه….,1,0,0
1265,1536184032484016128,بازی این دولت-آن دولت بازی بیهوده‌ای است. تهمت بی‌وطنی و بی‌وتنی و مزدوری و خیانت به این و آن زدن، بازی بیهوده‌ای است. از همه اینها بیهوده‌تر، نوشتن از سر دلسوزی و نگرانی و‌ هشدار هزارباره به فرجام بد این مسیر خالی از مردم‌و عقلاست و بقول مولانا فقط باید گفت:«از پرهیز بپرهیزید!».,1536362311790764032,وقتی اوضاع بهتر بود و دولت روحانی نشست همه چی رو مینداخت گردن دولت قبلش حالا ببین چی تحویل رییسی داده و ما چه انتظاراتی از رییسی داریم الله اکبر,0,1,0
1321,1548427037387329536,"بعد از ترک بایدن، فیصل بن فرحان وزیر امور خارجه عربستان گفته کشورش تا قبول طرح دو دولت توسط اسرائیل حاضر به عادی سازی روابط با اسرائیل نیست ضمنا وارد یک اتحاد نظامی علیه حکومت ایران نمیشود بلکه میخواهد به درک مثبتی با ایران دست پیدا کند. 

معامله نشده🫢

",1548524834300121088,نه تولید اضافه نفت، نه اتحاد نظامی علیه ج.ا، نه تشکیل دو دولت فلسطینی و اسرائیلی، نه عادی سازی رابطه سعودی و اسرائیل.......تو این گرونی سوخت فقط الکی اومد یه دور دور,0,1,0
8111,1506738057088802816,"مادلین آلبرایت، وزیر خارجه سابق آمریکا در دوره ریاست جمهوری بیل کلینتون، در سن ۸۴ سالگی بر اثر ابتلا به سرطان درگذشت
وی در سال ۲۰۰۰ با اذعان به نقش آمریکا در کودتای ۲۸ مرداد در ایران و سرنگونی دولت محمد مصدق، نخستین مقام دولتی آمریکا شد که بابت آن ابراز تاسف کرد",1506926520916401920,چیزی به اسم کودتای ۲۸ مرداد وجود نداره. کودتایی هم اگر بود علیه شاه بود.,1,0,0
294,1539307159766372352,امیرحسین قاضی‌زاده هاشمی، رییس بنیاد شهید: هنوز حجم اختلاس‌هایی که در بنیاد اتفاق افتاده را نمی‌دانیم، اما فقط یکی از شرکت‌های بنیاد شهید حدود ۵ هزار میلیارد تومان اختلاس انجام داده است,1539310289396584448,برخورد پولیس پاکستان در مقابل مهاجران که در اسلام آباد پاکستان برای حرکت مدنی برآمده بودن است لیدر ما را با تعداد بیشتر از خانم ها و جوانان و مردان با خود بردند و تا هنوز در بند هستند و تعدادی زیادی را لت و کوب کردندلطفا باصدای ما همرسانی نموده و باعث نجات شان از بند پولیس شوید,0,0,1
994,1539163115329310720,"5/6) خزانه‌های خود را پر نگه‌دارد. کرملین در ماه می حدود ۲۰ میلیارد دالر از صادرات نفت درآمد داشت. 
افزایش قیمت نفت نیز نقش مهمی داشته است، به‌طوری که قیمت‌ها در ۱۲ ماه گذشته بیش از ۶۰ درصد افزایش یافته و قیمت بین‌المللی نفت خام در روز دوشنبه به حدود ۱۱۲ دالر در هر بشکه رسید.",1539163118542245888,"6/6) این حجم از واردات نفت روسیه توسط چین، هم‌چنین بخشی از موضع‌گیری پکن در مورد مناقشه‌ی اوکراین است؛ چنان‌که رئیس‌جمهور شی جین پینگ از ولادیمیر پوتین، متحد خود در کرملین، به‌صورت ضمنی حمایت کرده است.

منبع: Guardian",0,1,0
4092,1536063287682646016,۳- یا بطور مثال تو بحث شرکت‌های دولتی، شرکتای نفتی یا شرکتای مرتبط با تامین کالای اساسی کشاورزی که امنیت غذایی رو تامین میکنن، باید اطلاعاتی رو منتشر کنن که به راحتی می‌تونه گرای تحریم بده به دشمن!! 😐#رشتو۴,1536063290081742848,"۴- اشکالات دیگه‌ای هست که مضحک‌تر هم هستن!
مثلا اینکه برخی نهادهای ذکر شده اصلا وجود ندارن! مثل «صندوق عشایری»
یا اینکه بعضی دستگاه‌های اجرایی رو چندبار تکرار کردن
یا اینکه اسم بعضی دستگاه‌ها ناقص و یا کلا اشتباه گفته شده مثل «صندوق بازنشستگی صنعت نفت!!» #رشتو۵",0,1,0
6592,1494367081336291328,"مدیرعامل سایپا: «امکان ندارد خودرویی در دنیا همسطح و قیمت تیبا وجود داشته باشد.»
راست میگه خدایی
سطح خودروهای دنیا بالاتره، قیمت‌شون هم پایینتره",1494381040219017216,شیعه گوید و شیعه نقد کند.هر دو هم به غایت هنرمند و قالتاق.,0,0,1
5015,1493636685288013824,"الکسی ناوالنی در ویدئوی کوتاهی که از لحظه حضور در جلسه دادگاه منتشر کرد گفت حکومت روسیه به دلیل هراس از آنچه که او در جلسات دادرسی خواهد گفت دادگاه را در ساختمان زندان برگزار کرد.

",1493645900329197568,الهی بمیرمپچقدر لاغر شده پوتین تا اینو نکشه ول نمیکنه,0,0,1
6178,1493318850351451904,"مسئله تغییر ساختار ج.ا، از جمهوری ریاستی به جمهوری پارلمانی دور نیست و ""شاید"" تا سالی دیگر، محمدباقر قالیباف، پنجمین نخست وزیر جمهوری اسلامی ایران باشد.
حملات اخیر به قالیباف را در کانتکست این ""شاید"" میفهمم.
#فایل_صوتی ",1493457019684204288," علی برکت الله
تردید ندارم همون سال ۸۴ اگه اصولگرایان به جای بالا رفتن از پرچم موجودی ناشناخته و خودشیفته بنام محمود به قالیباف اعتماد میکردند ،، قطعا کشور در شرایط خیلی بهتری از الان بود.",0,1,0
4710,1492722256992247808,"اون اینترنت ماهواره ای که قرار بود کل زمین رو پوشش بده و به ایران رایگان سرویس دهی کنه و با یک دیش کوچولو امکان دریافت سیگنال داشت و کلی سرو صدا و خودتحقیری به بهانه‌اش اتفاق افتاد یادتونه؟
ظاهرا۴۰تا از ۴۹تا ماهواره اش گرفتار طوفان مغناطیسی خورشید شدن و سقوط کردن و از بین رفتن 😂",1492831135847571456," همون باقیمانده هاش،به زعم شما 9تا بابای صاحب شما رو درمیاره کافی سرویس دهی رو شروع کنه.
اینم برای کسانی که درجریان نیستند: نزدیک به2000تا درحال سرویس دهی هستند",1,0,0
307,1554565928855212032,"اگر همان‌گونه که مقامات حکومت و حامیان رسانه‌ای آنها در خارج مدعی‌شده‌اند، تولید و داشتن سلاح اتمی در شرع و در فقه شیعی حرام است، پس چگونه با اندکی عصبانی‌شدن رهبر حکومت، ممکن است حلال شود و جهان چگونه به شما اعتماد کند؟

#برجام #سلاح_هسته‌ای #یاری_مدنی_توانا #فتوا #خامنه‌ای ",1554702864991358720,توانا جان دقیقا خیلی از مسائل را قبلا حرام اعلام کردند بعد دیدن خوشمزه هست و به مزاج آقا خوش آمده حلال کردن خوشا به حالشان که حلال وحرام میدانند ما که نمیدانیم باید جایمان در قعر جهنم باشد هی,0,1,0
5630,1493891133096800256,فرض کنیم روح #علیرضا_زاکانی از نوشته روی #سنگ_قبر نیمایوشیج خبر نداشته است. آیا از #فایل_صوتی جعفری و ذوالقدرنیا درباره‌ی ماجرای هولدینگ یاس و قالیباف #شهردار_تهران هم بی‌خبر بوده؟ حالا که مطلع شده است، چه خواهد کرد؟ #فساد_خودی,1494287395197493248,البته حق داری از دست زاکانی عصبانی بشی چون حقیقتا تو مناظره پوزتو بخاک مالید!,1,0,0
6177,1494236540758810624,گردان های سایبری بسیج در مقابل #فایل_صوتی هلدینگ یاس یک صوت قدیمی از خاتمی رو با هشتگ #فایل_صوتی_خاتمی (از اغتشاش‌گر های ۸۸ برائت می‌کنه و هیچ نکته خاص و بدی نداره) رو ترند کردند، قانون جرائم نیرو های مسلح و عدم ورود نظامیان به مناقشه های سیاسی هم کشک، مهم سفید سازی قالیبافه!,1494321547447652352,قالیباف دشمن مشترک اصلاح طلب، اعتدال، عدالتخواه و بعضی ها شده .,0,1,0
691,1554856372621172736,"گفت‌وگوی غیرمستقیم تهران و واشینگتن در وین 
چقدر دو طرف می‌توانند به این دور از مذاکرات امیدوار باشند؟
گفت‌وگو با شایان سمیعی، کارشناس امنیت ملی ",1554924576655777536," این «کارشناس امنیت ملّی» برای «امنیت ملّی» کدام ملّت کارشناسی می‌کنه؟ آمریکا و انگلیس؟ یا ایران؟

و برای کدام دستگاه کار می‌کنه؟ برای #CIA یا #NSA؟ یا هر دو؟",1,0,0
811,1543511745875959808,رئیس‌جمهوری پاراگوئه درباره هواپیمای باری توقیف شده در آرژانتین گفت: تعداد زیادی از خدمه ایرانی-ونزوئلایی این هواپیما با شبکه تروریسم بین‌المللی مرتبط هستند. رئیس‌جمهوری پاراگوئه، همچنین گفته یکی از خدمه این پرواز با هدف جراحی زیبایی «به منظور تغییر چهره» خود به کوبا سفر کرده,1543519781013360640,برخی نشریات پاراگوئه با انتشار پاسپورت ایرانی و عکس فردی که گفته می‌شود کمک خلبان این پرواز بوده نوشته‌اند: کمک خلبان ایرانی هواپیمای توقیف شده در آرژانتین در توطئه جاسوسی ایران در کوبا و ونزوئلا نقش دارد.,0,1,0
1496,1540220498516254720,"طالبان از رهایی فرد متهم به «پیک القاعده» از زندان گوانتانامو خبر دادند
اطلاعات روز: ذبیح‌الله مجاهد، سخن‌گوی عمومی طالبان از رهایی یک افغان از زندان گوانتانامو خبر داده است. از این فرد به نام اسدالله هارون نام برده شده است. 1/4 ",1540220500529512448,"ذبیح‌الله مجاهد گفته است که آقای هارون یکی از دو شهروند افغانستان است که در زندان گوانتانامو زندانی بود و پس از تعامل مثبت و رو در روی طالبان با امریکا، آزاد شده است.
به‌گفته‌ی مجاهد، دولت قطر زمینه‌ی این تعامل مثبت را فراهم کرده است. 2/4",0,1,0
