local_id,tweet_id,data,Not Claim,Trait,Action,Support/Oppose,Prediction,Quantity,Causation/Correlation,Rule/Law,Quote,Other Claim,Comparision
3985,1085573140791447554,کسی که صرفاً دنبال تأمین علاقه‌هایش باشد، ضعیف می‌شود؛ امّا کسی که دنبال تغییر علاقه‌هایش باشد، قوی می‌شود. همان‌طور که اگر کسی ورزش کند، بدنش قوی می‌شود؛ کسی که علاقه‌هایش را تغییرِ دهد، روحش قوی می‌شود.,1,0,0,0,0,0,0,0,0,0,0
2450,1404747252619415553,حمایت قاطع #پروفسور_مسعود_درخشان استاد برجسته (سابق) مدرسه اقتصاد لندن (LSE) و اقتصاددان ارشد ایران، از #آیت_الله_رئیسی,0,0,0,1,0,0,0,0,1,0,0
1199,1457325049120165890,امروز پیکر رضا هدایتی «سرباز وظیفه» که به دست اشرار مسلح به شهادت رسیده بود به خاک سپرده شد. کسی می داند چرا نمایندگان مجلسی که سال قبل با شور و حرارت از پیگیری وضعیت سربازی سخن می گفتند، سکوت کرده اند؟ حتما باید فرزند یکی از مسئولان در حین خدمت کشته شود تا قانون تغییر کند؟,0,0,1,0,0,0,1,1,0,0,0
2374,1426472283414138881,حامی هر کارزاری برای #محاکمه تمام مقاماتی که در #خرید_واکسن کرونا کوتاهی کرده و مسبب مرگ اجتناب‌پذیر هزاران ایرانی شده‌اند(#ماده۲۹۵ قانون مجازات اسلامی) هستم. این اقدام باید ملی باشد، همه‌ی ارکان حکومت را دربرگیرد، از بالا و پایین یک‌سان پرسش کند و از ضعیف‌کشی بپرهیزد.,0,0,1,1,0,0,1,1,0,0,0
4187,1428093988163264520,مخبر بلوف زده بود که تا امروز تا ۳۰ میلیون واکسن بدهد، حالا روابط عمومی‌اش ادعا می‌کند ۷ میلیون «تولید» کرده‌اند و «کمی تاخیر» دارند. البته از ۷ میلیون ادعایی هم کمتر از ۳ میلیون تحویل وزارت بهداشت شده. ناف‌شان را با دروغ بریده‌اند.,0,1,0,0,0,1,0,0,1,0,1
4768,1472486857732722690,وزارت بهداشت: سویه اومیکرون کرونا در ایران مشاهده شد. تاکید بر تزریق دز سوم واکسن و رعایت بیش از پیش پروتکلهای بهداشتی.,0,0,1,0,0,0,0,0,1,0,0
1587,1204374113529335808,"بانوی بزرگوار# فاطمه سلحشوری،نطق اخیرتان درمجلس یکی از بیادماندنی وتاریخی ترین نطقهایی بود که ظرف چهل سال گذشته درمجلس شورای اسلامی ایراد شد.شهامت،جسارت،شجاعت و بالاترازهمه احساس تعهد شمابه ملت در بیان حقایق و واقعیت های نظام میطلبد که بشما با افتخار لقب #""بانوی مدرس"" اعطا شود.",0,1,1,0,0,0,0,0,0,0,1
4065,1435171736408973315,لاریجانی رئیس مجمع تشخیص: «از حضور این‌جانب در شورای نگهبان در سال ۱۳۸۰ هیچ‌گاه تصمیمات شورا را تا این حد غیرقابل دفاع نیافته‌ام؛ چه در تأییدصلاحیت‌ها و چه در عدم‌احراز صلاحیت‌ها.» با #نظارت_استصوابی و شورای نگهبان یک‌دست اصولگرا، آش همان آش و کاسه همان کاسه است.,0,1,0,0,0,0,1,0,1,0,1
2354,1217840391535366144,چون به آقای #کدخدایی عزیزعلاقه دارم عرض می کنم،خودتان را اینقدر خرج یک جریان سیاسی و خوشامد بعضی آقایان #شورای نگهبان نکنید. وقتش که برسد و نیازی به شما نداشته باشند،تمام می شوید مثل آقای[...]که یک ماه پیش مزدش را دادند. از آنچه که فکر می کنید بی معرفت تر و بیوفاتریم #مااصولگراها,0,1,0,0,0,0,1,0,0,0,1
142,1362343038140481538,#دولت_نظامیان یعنی واگذاری نفت، گاز، بنادر، گمرکات، مالیات، سفارتخانه‌ها، استانداری‌ها، وزارت اطلاعات، بیمه/بانک‌ها/کارخانجات/دانشگاه‌ها/بیمارستان‌های دولتی، مخابرات، فضای مجازی، هواپیمایی، فرهنگ و هنر، دبیری کمیسیون‌های مطبوعات و احزاب و برگزاری انتخابات به #سپاه_پاسداران.,0,1,0,0,0,0,0,0,0,0,0
1044,1096789296596475909,اگر آدم مدام دربارۀ نعمت‌های دنیایی دیگران فکر کند، دچار حسادت و ناشکری می‌شود. می‌دانید ناشکری چقدر بد است! قرآن می‌فرماید: «هَلْ نُجازي إِلاَّ الْكَفُورَ» (سبأ/۱۷) آیا ما جز افراد ناسپاس(کفران‌کننده) کسی را مجازات می‌کنیم؟!,1,0,0,0,0,0,0,0,0,0,0
1233,1258439315547279361,امروز همراه با تعدادی از منتخبین، با جمعی از فعالان اجتماعی و جهادی اسلامشهر دربارۀ مشکلات شهر تبادل نظر کردیم. مجلس قوی، قطعا #ضد_تبعیض است؛ همانطور که ۸۰ روز پیش به مردم #اسلامشهر قول داده بودم، این ارتباط منظم، دائمی و نظام‌مند خواهد بود، إن‌شاء‌الله.,0,1,1,0,0,1,0,0,0,0,0
385,1476236991247241217,🔴دیدار محمود عباس رهبر #فلسطين با بنی گانتز وزیر دفاع اسراییل در خانه‌ او در #تل‌آویو,0,0,1,0,0,0,0,0,0,0,0
2494,1424666464024420352,خبرنگاران فعال در رسانه‌های خارجی به جای اینکه یقه همکاران رو بگیرین که در دفاع ازتون توییت بزنن کمی در مورد شیوه کار خودتون فکر کنین که چرا از همکار گرفته تا مردم باهاتون مشکل دارن؛ نمیتونی به همه برچسب سایبری و ترول و مزدور بزنی که عزیز جان!,0,1,0,0,0,0,0,0,0,1,0
356,1480594686125301764,🔴تجمع اعتراضی #مالباختگان مقابل سایپا دیزل و پیمانکاران شهرداری #مشهد,0,0,1,1,0,0,0,0,0,0,0
2881,1178383354359697409,دلم میخواست از مسئولینی که بستگان خانم مسیح علینژاد را تحت فشار قرار داده اند میپرسیدم که گیریم آنها بیایند پشت تلویزیون و او را محکوم نمایند و بگویند آبرو و حیثیت خانواده را لکه دار کرده.این اقدام چه ثمری دارد و چه چیزی را عوض میکند؟آیا طرفداران ایشان دیگر از وی حمایت نمیکنند؟,0,0,1,0,0,0,1,0,0,0,0
348,1477695024900894721,🔴بیانیه کمیته #ایتالیایی پارلمانترها برای #ایران آزاد - تهاجم نظامی پاسداران خامنه‌ای در #بلوچستان ایران و #توپ‌باران مناطق مسکونی یک جنایت جنگی است,0,0,1,1,0,0,0,0,1,0,0
3551,1457993186039713796,سوء تفاهم نشود. انتصاب #داماد ها و #برادرزن ها یک کار ارزشمند است. چون اصولا به حقوق زنان و دختران و سایر اهل منزل خیلی پایبندیم #مااصولگراها #دولت_دامادها,0,0,1,0,0,0,0,0,0,0,0
2313,1446899965310251011,چقدر طلا آخه؟ مثل قهرمانی های پرسپولیس شد😄✌️ مبارکه #یوسفی,0,0,1,0,0,0,0,0,0,0,0
2479,1478357339874885632,خانه‌های ۱۵میلیون دلاری و مردم اتوبوس_خواب اتوبوس خوابی عده‌یی از مردم تهران در صورتی است که در تهران نزدیک ۵۰۰هزار مسکن خالی وجود دارد که در تیول بانکها و نهادهای حکومتی است #اتوبوس_خوابی,0,0,1,0,0,1,1,0,0,0,1
2501,1381288561144647680,خدا را شکر که کاره‌ای نیستید! #اسراییل وقتی رفقای شما درگیر #گاندو سازی بودند؛ یک سیلی به ایران زد. با توان بالای نیروهای مسلح، سیلی را به اسراییل بزنید نه توقف مذاکره و سیلی به #معیشت_مردم_ایران,0,0,1,0,0,0,1,0,0,0,0
324,1479870903907356675,🔴۱۳هزار خانوار #سیستان_و_بلوچستان درگیر پیامدهای #سیل ویرانگر یک هفته پس از جاری شدن سیلابها، بسیاری از روستاها و مناطق در محاصره سیل قرار دارند و هزاران خانه خراب شده یا آسیب جدی دیده است. #ایران,0,0,1,0,0,1,1,0,0,0,0
2360,1478099528632909827,حاج قاسم؛ بادکنکی که ترکید ۱- موصل، مسجد جامع نوری، اواخر بهمن۹۳؛ ابوبکر البغدادی، رهبر داعش به سلیمانی هشدار می‌دهد اگر او «را دستگیر کنیم، مانند خلبان اردنی او را در آتش خواهیم سوزاند.» وقتی رهبر داعش این حرف را زد، سلیمانی در صف سوم نماز نشسته بود؛ همان مسجد، جلوی البغدادی.,0,0,1,0,1,1,1,0,1,0,0
3067,1444158308932374529,رسانه ملی از این به بعد اجازه نمی‌دهد مشکل مردم روی زمین بماند. #خوزستان,0,0,1,0,0,0,0,0,0,0,0
1813,1305517620951744514,به ازای هر نوید افکاری که رژیم می‌ستاند، ده‌ها ایرانی دیگر به مبارزه برای آزادی و دموکراسی می‌پیوندند. زمانی که مردم ایران دوباره به خیابانها بروند تا نقطه‌ی پایان بر جمهوری اسلامی بگذارند -و این بی‌تردید اتفاق خواهد افتاد- جهان آزاد باید در کنار آنها باشد. #راه_نوید_ادامه_دارد,0,0,1,1,1,0,1,0,0,0,0
779,1075472792815104002,آیت‌الله #جنتی ضمن انتقاد از ناآگاهی نمایندگان مجلس گفته آنها باید قبل از نمایندگی،دوره های آموزشی بگذرانند تا با وظایفشان آشنا شوند. بزرگوار!اگر قیف #شورای_نگهبان کمی گشادتر بود و آنهایی که با وظایف #مجلس آشنایند و آموزش هم دیده اند،ردصلاحیت نمی شدند الان چنین مشکلی وجود نداشت.,0,1,0,0,0,0,1,0,1,0,0
1886,1467534955555303447,بهای اقلام موجود در سبدمعیشت خانوار به نقطه عبور از حد بحرانی رسیده، به اعتراف کارشناسان حکومتی در این وضعیت۶۰میلیون ایرانی به کمک فوری نیاز دارند. با ادامه ماجراجویی اتمی دلار از مرز۳۰هزار تومان عبور کرد این خلاصه‌یی از دستاورد رئیسی در۱۰۰روزگذشته است تا فروپاشی راهی نیست,0,0,1,1,0,1,1,0,0,0,0
1622,1402877164328931328,بخشی از فساد مدیران میانی به دلیل مداخلات فراقوه‌ای است. با اصلاح سازوکارها ریشه این مساله در #دولت_سلام خشکانده خواهد شد.,0,0,0,0,1,0,1,0,0,0,0
4814,1288809727951089666,وقتي هم اخلاق ذبح ميشود هم عدالتخواهي! در تصاوير منتشره، مشخصا آقاي #بذرپاش در سوابق #شغلي خود هيچ اسمي از مسئوليت در بسيج دانشجويي نبرده، اشاره به نام بسيج صرفا در سوابق فرهنگي است كه ربطي به ٢٠سال سابقه #كار ندارد و صرفا يك #رزومه فرهنگي است #جعل حقيقت اين ادعاهاست اقاي اشتري!,0,0,1,0,0,0,1,0,0,0,0
2623,1474129497058430978,در آستانه دومین سالگرد شهادت حاج قاسم عزیز، علیرغم همه سانسورها و تلاشها برای حذف نام این قهرمان ملی و جهانی که به مثابه #پدر برای مردم ایران است؛ مکتب سلیمانی زنده تر از قبل در جای جای زندگی مردم جریان دارد. #Hero,0,1,1,0,0,0,0,0,0,0,1
878,1455979078650109963,"‌از امروز اولویت در ثبت نام و قرعه‌کشی خودرو تولیدکنندگان داخلی، بر اساس ""قانون"" مصوب مجلس، تبدیل به یک ""امتیاز"" شد برای تشویق به فرزندآوری. به دیگر سخن؛ به لطف قانون، قرعه‌کشی ثبت‌نام خودروی داخلی، فرآیندی رسمی و دائمی شد. به قول قدیمی‌ها: دستی که نمی‌شود بُرید را باید بوسید.",0,0,1,0,0,0,1,1,0,0,0
3291,1318648031303094278,رهبر انقلاب: مرد و زن، هر کدام طبیعت، اخلاق، روحیات و غرایزی دارند که ویژه خودشان است؛ اگر از خُلقیات ویژه خود به‌طور صحیح استفاده کنند، در خانواده، زوجی کامل و هماهنگ و مساعد تشکیل می‌دهند. اگر مرد زیاده‌روی کرد، تعادل به هم می‌خورد. اگر زن هم زیاده‌روی کرد، تعادل به هم می‌خورد.,1,0,0,0,0,0,0,0,0,0,0
2697,1446061930075070475,در دیدار روسای فدراسیون‌های #کشتی #ایران و #آمریکا در نروژ، قرار شد دیدار تیم به تیم دو کشور در اسفندماه امسال در شهر #دالاس برگزار شود. سفر تیم ملی کشتی کشورمان به امریکا در شرایط فعلی گامی مثبت و به سود دو ملت است. امید که با کارشکنی و مانع‌تراشی تندروها مواجه نشود.,0,0,0,0,1,0,1,0,0,0,0
2376,1412680535852388359,حتماً باید برخورد با فساد و تخلف در دستگاه های مسئول، قوه قضائیه، قوه مجریه و... سخت‌تر و موثرتر باشد.,0,0,1,0,0,0,0,0,0,0,1
2694,1399759192219701262,در دولت ما، درهای دولت به روی همه نخبگان و دلسوزان ایرانی داخل و خارج از کشور باز خواهد بود. ما کار را به کاردان‌ها خواهیم سپرد نه نادان‌ها.,0,0,0,0,1,0,0,0,0,0,0
1672,1416038524780953609,برای خوزستان برای همدردی سلامتی و زندگی هموطن را دریابیم🙏🏻 #خوزستان_آب_ندارد,1,0,0,0,0,0,0,0,0,0,0
65,1351041261256499203,«عرب‌های ساکن مکه و مدینه قبل از بعثت پیامبر اسلام هم اهل عبادت و معنویت و اخلاق بودند. آنچه نداشتند رشد سیاسی بود. #پیامبر مبعوث شد تا به آنها رشد سیاسی دهد، اما #نتوانست و موفق نشد!» #پناهیان پیامبر را شکست‌خورده می‌خواند تا رویگردانی اکثریت مردم از اقتدارگراها را توجیه کند.,0,1,1,0,0,0,1,0,1,0,0
3592,1364862943167414276,شرفت تویتر یا بو سامي #أهلاوسهلا#آية_الله_قاسم خوش آمدید ⁧#آيت_الله_قاسم,1,0,0,0,0,0,0,0,0,0,0
209,1261371975861075968,#کرانه_باختری همچون آتشفشانی خفته است که با کوچکترین غلطی از سوی صهیونیست‌ها فوران کرده و انتفاضه‌ای تاریخی، خلق خواهد کرد. آتش خشم مقاومت این بار به جای سنگ موشک بر سر صهیونیست‌ها خواهد بارید. دستان مقاومت از همیشه بازتر است. #الضفة_الغربية,0,1,0,0,1,0,0,0,0,0,1
3776,1056944499178393600,عمل و سبک زندگی‌ آدم‌ها روی ایمان و علاقۀ آنها، تأثیر قطعی دارد. علی(ع) می‌فرماید: از بیکاری، هوسرانی در می‌آید. ولی ما در کشورمان به‌صورت سازمانی حدود ۴سال به اسم «دبیرستان» جوان را بیکار نگه می‌داریم؛ درحالی‌که این سن، سن کار و خسته‌شدنِ بدن و فکر است.,1,0,0,0,0,0,0,0,0,0,0
1971,1407763113320058884,پس از حدود یک سال و نیم بحران، تنها ۴۰ روز مانده تا پایان دولت، دستور تزریق ارز برای واردات کاغذ صادر شد. نوش‌دارویی بعد از زمین‌گیر شدن بسیاری از ناشران و کتابفروشی‌ها. دست‌ودلبازی دولت در حالیست که نیمی از ارز در سال ۹۸ داده نشد ودر سال ۹۹ نیز هیچ ارزی تخصیص نیافت.,0,0,1,0,0,1,1,0,0,0,1
1137,1200326707208687616,اگرآقایان #قالیباف و #ضرغامی و #محسن_رضایی و #جلیلی و اخیرا #عزیزجعفری ازحمایت #رهبرانقلاب از تصمیم سران قوا گله مندند،چرا رک و صریح نمی گویند و واکنش منفی به تصمیم ایشان را درقالب عقده گشایی علیه این و آن مطرح می کنند؟ واقعا اینست التزام عملی به ولایت فقیه در اردوی #مااصولگراها؟,0,1,1,0,0,0,1,0,0,0,0
1458,1404163217144832000,اینکه مناظره‌های ریاست جمهوری اندازۀ یک مسابقه فوتبال هم بیننده ندارد یعنی مردم اعتمادشان را به سیاستمداران از دست داده‌اند و می‌گویند این دعواها برای ما نان و آب نمی‌شود.  با بازگرداندن اداره کشور به  مردم و باز توزیع ثروت ایران به نفع مردم، اعتماد از دست رفته را برمی‌گردانیم.,0,0,0,0,0,0,1,0,0,1,0
334,1480113159230812160,🔴اعتراف سرکرده یگان ویژه در استفاده از #سلاح ساچمه‌زن در سرکوب #اعتراضات_اصفهان,0,0,1,1,0,0,0,0,0,0,0
4411,1204410274414858241,منتظریم ببینیم نماینده‌ای که با توهین به شعور مردم دلیل پافشاری بر عدم شفافیت را رشد نایافتگی مردم اعلام می‌کند، به همکار خود فحش چاله‌میدانی میدهد، به دانشجوی منتقدی با قرص ضدبارداری اهانت میکند، در موضوع بنزین به رهبری تهمت میزند، آیا شورای نگهبان او را تایید صلاحیت خواهد کرد؟!,0,0,1,0,0,0,1,0,0,0,0
4257,1427162828880891907,مرندی، پزشک خامنه‌ای تایید کرده «تاخیر یکساله» در خرید واکسن باعث «تلفات» زیاد شده ولی گفته «انفعال و اشتباه» دولت روحانی باعث این موضوع شد. اصل موضوع اعتراف به جنایت توسط حکومت جمهوری اسلامی است. فرقی ندارد خامنه‌ای باعث آن بوده یا روحانی؛ همه شریک جرمند.,0,0,0,0,0,0,1,0,1,0,0
4822,1068795423035412485,وقتی از عیب‌های فراوان یک جوان پیش مادرش حرف بزنی دائما نگاهش به خوبی‌های اندک جوانش خواهد بود و هنگاهی که از خوبی‌های اندک او حرف بزنی، مادرش دائما خوبی‌های اندک جوانش را بزرگ خواهد دید. خدا از مادر به ما مهربان‌تر است. در برابر شکایت‌های فرشته‌ها، به خوبی‌های ما نگاه می‌کند.,1,0,0,0,0,0,0,0,0,0,0
932,1403738873126137864,از موقعی که برنامه داشتن مُد نبود، برای اداره کشور برنامه‌های دقیق تهیه کرده بودیم. با برنامه‌ آمده‌ام و اجرای تمام وعده‌هایم را تضمین می‌کنم. #مناظره,0,0,1,0,0,0,0,0,0,0,1
1511,1405964895686963202,با توجه به تقاضای اقشار مختلف مردم بویژه هموطنان عزیز در بعضی مناطق روستایی و شهرهای کوچک، از وزارت کشور می خواهم در صورت امکان ساعت رأی گیری را به مدت ۲ ساعت دیگر تمدید کند تا همه علاقمندان به تعیین سرنوشت کشور، امکان مشارکت در انتخابات را داشته باشند.,1,0,0,0,0,0,0,0,0,0,0
3766,1345309478741291009,علامه مصباح یزدی نامش در تاریخ برجسته باقی خواهد ماند. عالمی که آثار علمیش همواره مرجعیت خود را خواهد داشت ولی خود به دلیل حق گویی مظلوم واقع شد؛ او بارها در جریان ترور شخصیت، به شهادت رسیده بود. همزمانی رحلت سردار دفاع از حریم معرفت با سالگرد شهادت سردار دفاع از حرم معنادار است.,0,0,1,0,0,0,0,0,0,0,0
660,1308645852987248646,آقای رئیس جمهور درست میفرمایند،آمریکا نه مذاکره را میتواند بما تحمیل کند نه جنگ را.که البته به هیچکدام هم نیازی ندارد.درعوض دلار سی هزار تومان،تورم بالای پنجاه درصد،رکود اقتصاد،هزینه های سنگین نظامی و هسته ایی،انزوای بین المللی،وابستگی به چین و روسیه را باموفقیت بما تحمیل کرده.,0,0,1,0,0,0,1,0,0,0,0
1601,1220398493082087424,باید سیاست‌ورزی را امری محترم بشماریم تا سیاست‌بازی باب نشود باید سیاست‌ورزی را مقدس بدانیم تا فساد در مدیریت رواج نیابد باید سیاست‌ورزی را محبوب دل‌ها قرار دهیم تا بذر نفرت در عرصه سیاست کاشته نشود باید سیاست‌ورزی را کاری عقلانی معرفی کنیم تا فضای سیاسی جای ساده‌لوح‌ها قرارنگیرد,1,0,0,0,0,0,0,0,0,0,0
4683,1468274834123763724,همه باید باور کنند که صداوسیما، روابط عمومی هیچ دستگاهی نیست و نخواهد بود، اما با افتخار تریبون نظام اسلامی است. #روز_دانشجو,0,0,1,0,0,0,0,0,0,1,0
2507,1281611385902858240,خدا یک هدف متحرک است تا به سمت او حرکت کنیم او به سمت ما می‌آید و اگر او را گم کنیم خود را به ما نشان می‌دهد به حدی که انسان قاطی می‌کند او هدف ما و عشق ماست یا ما هدف او و معشوق او هستیم با این‌که به ما نیاز ندارد.هرچه بیشتر به خدا نزدیک شوی بیشتر مهربانی و عاشقی اورا درک می‌کنی,1,0,0,0,0,0,0,0,0,0,0
2530,1376649298348277763,خطاب به جناب #رائفی_پور اگر واقعا برای امام زمان کار میکنی برادرانه میگویم که حول شما یک جریان #فرقه ای در حال شکل گیری است؛ این جماعت رسما میگوید هرکه با ما نیست حتما علیه ماست و چه جمله اشنایی هست این! سالها پیش یکبار شما را دیدم و کوتاه گپی زدیم؛ این هشدار برادرانه را جدی بگیر,0,0,0,0,0,0,1,0,0,0,0
4233,1026707598807113728,مردم تشنه صداقتند. عذرخواهی و قبول اشتباه، گاهی می‌تواند آبی بر آتش آزردگی مردم باشد.,1,0,0,0,0,0,0,0,0,0,0
748,1166209794077863937,آنهایی که بازی سیاست را بلدند، می فهمند #روحانی و #ظریف دارند چه می کنند ،بنابراین هوشمندانه سکوت کرده اند. آنها که نمی فهمند،چون بیرون از بازی اند فقط جیغ می کشند و موضوع را در حد دعوای دوجناح پایین می آورند. کشتیبان اصلی کشور،نقش ها را درست تعریف کرده است. حتی نقش جیغ زن ها را!,0,0,1,0,0,0,0,0,0,0,1
3310,1291078781936054272,رهبر انقلاب: همسران غصه خوردند که چرا آن‌ها نمی‌توانند به میدان جنگ بروند؛ و صبر کردند و در خانه‌ها نشستند و پشت جبهه را نگهداشتند. بعد هم که آن رزمنده شهید شد، شکر کردند و به شهادت شهیدشان افتخار نمودند! این است که شعله‌ی یک نهضت، همچنان زنده می‌ماند. #الگوی_سوم_زن,1,0,0,0,0,0,0,0,0,0,0
462,1479085710049263617,🔺#شهبانو_فرح_پهلوی به مناسبت سال‌روز فرمان کشف #حجاب: امروز بیشتر از همیشه مادر همه فرزندان ایرانم ⬇️ بیشتر بخوانید:,0,0,0,0,0,0,0,0,1,0,0
3097,1430131403224764422,رکوردهای جمهوری اسلامی رنگ قتل‌عام دارد/ کرونا، خبر از جنون می‌دهد/هواپیما، بوی خون می‌دهد/آبان، وصف سقوط است/پول ملی. نظام صاحب همه رکوردهاست.,0,1,1,0,0,0,0,0,0,0,0
2476,1456261291375353857,خانم مریم رجوی: این کنفرانس یک پیام قدرتمند به رژیم آخوندی میدهد که قانونگذاران ایتالیا درکنار مردم ایران هستند. آزادی وحقوق بشر رسالت مقاومت ایران است. #ProsecuteRaisinow #1988Massacre,0,1,1,1,0,0,0,0,1,0,0
4782,1436260624271650820,وزیر بهداشت: «در زمان تحویل دولت اصلا واکسن نداشتیم و توانستیم سیلی از واکسن را به کشور سرازیر کنیم.» خدا را شکر! اما چرا نامهٔ منع واردات را امضا کرده بودید و مدیریت نمکی را درخشش الماس خواندید و از #تشکیل_دادگاه برای مجازات مانع‌سازان #واردات_واکسن دفاع نمی‌کنید؟,0,0,1,1,0,0,0,0,1,0,0
1121,1010070369930240000,اگر مشاغل متعدد داخلی و خارجی #دكتر_ولايتی فرصت می دهد؛ مناسب ايشان در مورد منزل وسيع خود كه در حريم امنيتی #كاخ_سعدآباد قرار دارد نيز توضيح دهد كه اين ملك متعلق به چه كسی بوده و چگونه به ايشان رسيده است؟ #مطالبه_کنیم,0,0,1,0,0,0,1,0,0,1,0
4577,1364154704213794817,ننگ انحلال غیرقانونی #جبهه_مشارکت ایران اسلامی و سازمان #مجاهدین_انقلاب اسلامی به نام وزارت کشور دولت #احمدی‌نژاد ثبت شد. ظاهرا قرار است ننگ انحلال #جمعیت_خیریه امام علی نیز به اسم وزارت کشور دولت #روحانی ثبت شود. نمی‌شود این چند ماه را بدون بدنامی تازه سپری کنند؟,0,1,1,0,0,0,0,0,0,0,1
4622,1386972779434713088,"هرچند #صوت_ظریف حقایقی را درباره شخص ایشان و دولت آقای روحانی آشکار کرد ولی غافل نباشیم که گروهی با هدایت تبعات اجتماعی انتشار آن به دنبال القای حاکمیت دوگانه، پررنگ کردن بحث ""دولت نمایشی و بی‌اختیار""، نپذیرفتن مسوولیت مشکلات موجود و نهایتا پروژه کاهش مشارکت در #انتخابات هستند.",0,0,1,0,0,0,1,0,0,0,0
